get_method,250,147,107,1153,"118,92","0,000%","4,28229","0,70","0,61","168,0"
user_info_2,250,149,107,1167,"109,27","0,000%","4,28134","1,94","1,02","463,0"
user_info_3,250,145,109,1164,"116,15","0,000%","4,28251","1,54","1,02","368,0"
object_info_1,250,139,109,1163,"94,52","0,000%","4,27965","0,97","0,68","231,0"
object_info_2,250,143,108,1171,"100,98","0,000%","4,27965","1,89","0,67","453,0"
object_info_3,250,152,108,3133,"206,93","0,000%","4,28229","2,20","0,68","525,0"
object_info_4,250,151,108,1181,"137,25","0,000%","4,28068","0,98","0,67","235,0"
TOTAL,1750,147,107,3133,"131,20","0,000%","29,56930","10,08","5,28","349,0"
